1	250	0.0	28000.0	38.0	4.0	1024	1024
1	100	28000.0	30000.0	4.0	3.0	1024	1024
1	250	30000.0	47340.0	3.0	1.41	1024	1024
1	300	47340.0	47700.0	1.41	1.22	1024	1024
1	5	47700.0	47790.0	1.3	1.3	1024	1
1	5	47790.0	47800.0	1.3	1.3	1	1024
1	5	47800.0	47890.0	1.3	1.3	1024	1
1	5	47890.0	47900.0	1.3	1.3	1	1024
1	5	47900.0	47990.0	1.3	1.3	1024	1
1	5	47990.0	48000.0	1.3	1.3	1	1024
1	5	48000.0	48090.0	1.3	1.3	1024	1
1	5	48090.0	48100.0	1.3	1.3	1	1024
1	5	48100.0	48190.0	1.3	1.3	1024	1
1	5	48190.0	48200.0	1.3	1.3	1	1024
1	5	48200.0	48290.0	1.3	1.3	1024	1
1	5	48290.0	48300.0	1.3	1.3	1	1024
1	5	48300.0	48390.0	1.3	1.3	1024	1
1	5	48390.0	48400.0	1.3	1.3	1	1024
1	5	48400.0	48490.0	1.3	1.3	1024	1
1	5	48490.0	48500.0	1.3	1.3	1	1024
1	5	48500.0	48590.0	1.3	1.3	1024	1
1	5	48590.0	48600.0	1.3	1.3	1	1024
1	5	48600.0	48690.0	1.3	1.3	1024	1
1	5	48690.0	48700.0	1.3	1.3	1	1024
1	5	48700.0	48790.0	1.3	1.3	1024	1
